Employee_ID,First Name,Middle Name,Last Name,Full Name,Country Code,Mobile Number,Email,Joining Date,Contract Perioud,Last Contract Start,Last Contract End,# 0f Contracts,Gender,Birthday,Age,Nationality,Education,Salary,Bonus %,Position,Branch,Manager ID
1022,Nadia,Ziad,Mohamed,Nadia Ziad Mohamed,20,1264725809,Nadia.Mohamed@example.com,8/28/2015,3,8/28/2024,8/28/2027,4,Female,8/16/1971,54,Egyptian,Masters,11822,8,Senior Accountant,Head Office,1006
1023,Dina,Morsy,Abdelhady,Dina Morsy Abdelhady,20,1150001853,Dina.Abdelhady@example.com,10/20/2018,3,10/20/2024,10/20/2027,3,Female,11/19/1974,51,Egyptian,Masters,13035,11,Senior Financial Analyst,Head Office,1007
1024,Walaa,Hisham,Zakaria,Walaa Hisham Zakaria,20,1068471718,Walaa.Zakaria@example.com,6/22/2015,3,6/22/2024,6/22/2027,4,Female,4/20/1977,48,Egyptian,Masters,13960,10,Senior Financial Analyst,Head Office,1007
1025,Hanan,Rami,Ali,Hanan Rami Ali,20,1277288904,Hanan.Ali@example.com,8/17/2017,3,8/17/2023,8/17/2026,3,Female,9/22/1973,52,Egyptian,Bachelor,13350,15,Assistant Manager,Cairo,1014
1026,Gihan,Yehia,Rami,Gihan Yehia Rami,20,1014629889,Gihan.Rami@example.com,3/26/2020,3,3/26/2023,3/26/2026,2,Female,10/19/1984,41,Sudanese,Masters,10255,11,Assistant Manager,Cairo,1014
1027,Rashed,Ashraf,Noureldin,Rashed Ashraf Noureldin,20,1061827094,Rashed.Noureldin@example.com,12/1/2021,3,12/1/2024,12/1/2027,2,Male,3/23/1972,53,Syrian,Bachelor,11419,15,Assistant Manager,Giza,1015
1028,Farouk,Mohamed,Montasser,Farouk Mohamed Montasser,20,1102386888,Farouk.Montasser@example.com,3/21/2017,3,3/21/2023,3/21/2026,3,Male,2/6/1972,53,Egyptian,Bachelor,12675,9,Assistant Manager,Giza,1015
1029,Rania,Abdelkader,Fouad,Rania Abdelkader Fouad,20,1099065177,Rania.Fouad@example.com,5/3/2018,3,5/3/2024,5/3/2027,3,Female,2/20/1985,40,Egyptian,Masters,11947,9,Assistant Manager,Alexandria,1016
1030,Ehab,Yehia,Moataz,Ehab Yehia Moataz,20,1262517460,Ehab.Moataz@example.com,2/13/2018,3,2/13/2024,2/13/2027,3,Male,5/3/1988,37,Egyptian,Bachelor,11962,9,Assistant Manager,Alexandria,1016
1031,Atef,Sayed,Magdy,Atef Sayed Magdy,20,1193489477,Atef.Magdy@example.com,7/2/2020,3,7/2/2023,7/2/2026,2,Male,4/13/1977,48,Egyptian,Bachelor,11788,14,Assistant Manager,Mansoura,1017
1032,Bilal,Basel,Saber,Bilal Basel Saber,20,1282617166,Bilal.Saber@example.com,4/6/2018,3,4/6/2024,4/6/2027,3,Male,3/21/1971,54,Egyptian,Masters,12600,12,Assistant Manager,Mansoura,1017
1033,Raouf,Abdelrahman,Sobhy,Raouf Abdelrahman Sobhy,20,1034309367,Raouf.Sobhy@example.com,5/20/2021,2,5/20/2023,5/20/2025,2,Male,9/2/1984,41,Egyptian,Bachelor,10894,10,Assistant Manager,Sharm El Sheikh,1018
1034,Sahar,Reda,Fouad,Sahar Reda Fouad,20,1268772914,Sahar.Fouad@example.com,3/14/2020,2,3/14/2024,3/14/2026,3,Female,12/18/1979,46,Egyptian,Bachelor,11576,8,Assistant Manager,Sharm El Sheikh,1018
1035,Ibrahim,Mansour,Karim,Ibrahim Mansour Karim,20,1128989336,Ibrahim.Karim@example.com,7/9/2018,2,7/9/2024,7/9/2026,4,Male,3/26/1981,44,Egyptian,Bachelor,12421,13,Assistant Manager,Luxor,1019
1036,Hassan,Fares,Hatem,Hassan Fares Hatem,20,1107556519,Hassan.Hatem@example.com,5/23/2019,3,5/23/2022,5/23/2025,2,Male,6/1/1977,48,Egyptian,Masters,13484,12,Assistant Manager,Luxor,1019
1037,Nasser,Basel,Abdelrahman,Nasser Basel Abdelrahman,20,1218777510,Nasser.Abdelrahman@example.com,12/30/2019,3,12/30/2022,12/30/2025,2,Male,12/18/1979,46,Egyptian,Bachelor,12376,14,Assistant Manager,Aswan,1020
1038,Dalia,Noureldin,Qasem,Dalia Noureldin Qasem,20,1276799208,Dalia.Qasem@example.com,3/15/2015,2,3/15/2025,3/15/2027,6,Female,8/16/1980,45,Egyptian,Masters,13242,10,Assistant Manager,Aswan,1020
1039,Samaa,Mostafa,Saeed,Samaa Mostafa Saeed,20,1035959222,Samaa.Saeed@example.com,6/1/2022,2,6/1/2024,6/1/2026,2,Female,7/14/1997,28,Egyptian,Diploma,6351,5,Cashier,Giza,1027
1040,Abdelaziz,Essam,Farouk,Abdelaziz Essam Farouk,20,1079173670,Abdelaziz.Farouk@example.com,7/22/2022,1,7/22/2024,7/22/2025,3,Male,3/6/1982,43,Egyptian,Diploma,5825,5,Cashier,Cairo,1025
1041,Dalia,Maged,Ehab,Dalia Maged Ehab,20,1027053064,Dalia.Ehab@example.com,6/23/2022,1,6/23/2024,6/23/2025,3,Female,10/15/1999,26,Egyptian,Diploma,7928,5,Customer Service,Luxor,1035
1042,Sherif,Helmy,Moheb,Sherif Helmy Moheb,20,1054213656,Sherif.Moheb@example.com,7/12/2022,1,7/12/2024,7/12/2025,3,Male,6/22/1997,28,Egyptian,Bachelor,5045,6,Sales Associate,Sharm El Sheikh,1033
1043,Abdelmonem,Sherif,Qasem,Abdelmonem Sherif Qasem,20,1298000457,Abdelmonem.Qasem@example.com,8/5/2022,1,8/5/2024,8/5/2025,3,Male,8/9/1996,29,Egyptian,Diploma,5792,8,Stock Keeper,Cairo,1025
1044,Youssef,Morsy,Ismail,Youssef Morsy Ismail,20,1179967311,Youssef.Ismail@example.com,8/23/2023,2,8/23/2023,8/23/2025,1,Male,2/20/1983,42,Egyptian,Bachelor,5845,8,Cashier,Sharm El Sheikh,1034
1045,Lina,Aref,Kamal,Lina Aref Kamal,20,1177349646,Lina.Kamal@example.com,9/22/2023,2,9/22/2023,9/22/2025,1,Female,5/6/1983,42,Egyptian,Diploma,5640,9,Sales Associate,Alexandria,1029
1046,Hana,Nasr,Tawfik,Hana Nasr Tawfik,20,1206915995,Hana.Tawfik@example.com,10/5/2023,2,10/5/2023,10/5/2025,1,Female,2/22/1974,51,Sudanese,Diploma,5208,8,Cashier,Cairo,1025
1047,Hana,Ramy,Nabil,Hana Ramy Nabil,20,1074086133,Hana.Nabil@example.com,10/29/2023,2,10/29/2023,10/29/2025,1,Female,6/1/1992,33,Egyptian,Bachelor,4227,5,Sales Associate,Mansoura,1031
1048,Nisreen,Mahmoud,Moataz,Nisreen Mahmoud Moataz,20,1275050930,Nisreen.Moataz@example.com,11/11/2023,2,11/11/2023,11/11/2025,1,Female,1/21/1976,49,Egyptian,Bachelor,5545,10,Sales Associate,Aswan,1038
1049,Dalia,Yehia,Helmy,Dalia Yehia Helmy,20,1048551343,Dalia.Helmy@example.com,12/8/2023,1,12/8/2024,12/8/2025,2,Female,9/9/1977,48,Egyptian,Diploma,5667,10,Sales Associate,Cairo,1025
1050,Hana,Waheed,Fouad,Hana Waheed Fouad,20,1245808998,Hana.Fouad@example.com,12/29/2023,2,12/29/2023,12/29/2025,1,Female,11/7/1986,39,Egyptian,Diploma,6325,10,Cashier,Sharm El Sheikh,1033
1051,Radwa,Ziad,Magdy,Radwa Ziad Magdy,20,1189867033,Radwa.Magdy@example.com,1/17/2024,2,1/17/2024,1/17/2026,1,Female,11/8/1995,30,Sudanese,Diploma,4516,6,Stock Keeper,Luxor,1035
1052,Mostafa,Mamdouh,Sherif,Mostafa Mamdouh Sherif,20,1077166026,Mostafa.Sherif@example.com,2/16/2024,1,2/16/2025,2/16/2026,2,Male,4/20/1991,34,Egyptian,Bachelor,4179,6,Sales Associate,Sharm El Sheikh,1033
1053,Rasha,Ibrahim,Fouad,Rasha Ibrahim Fouad,20,1277761671,Rasha.Fouad@example.com,3/9/2024,2,3/9/2024,3/9/2026,1,Female,7/25/1996,29,Sudanese,Bachelor,6119,6,Customer Service,Alexandria,1029
1054,Helmy,Reda,Kamal,Helmy Reda Kamal,20,1190596131,Helmy.Kamal@example.com,4/6/2024,2,4/6/2024,4/6/2026,1,Male,6/21/1995,30,Egyptian,Bachelor,4166,8,Sales Associate,Aswan,1038
1055,Heba,Fouad,Basel,Heba Fouad Basel,20,1228352125,Heba.Basel@example.com,4/20/2024,1,4/20/2024,4/20/2025,1,Female,9/22/1983,42,Egyptian,Diploma,5331,7,Cashier,Giza,1027
1056,Shaimaa,Youssef,Khaled,Shaimaa Youssef Khaled,20,1198502268,Shaimaa.Khaled@example.com,5/3/2024,2,5/3/2024,5/3/2026,1,Female,4/4/1998,27,Egyptian,Diploma,6579,10,Cashier,Sharm El Sheikh,1034
1057,Mansour,Safwat,Nasr,Mansour Safwat Nasr,20,1135396347,Mansour.Nasr@example.com,5/19/2024,2,5/19/2024,5/19/2026,1,Male,8/13/1976,49,Egyptian,Diploma,6672,8,Cashier,Aswan,1038
1058,Sahar,Farouk,Yasser,Sahar Farouk Yasser,20,1046438685,Sahar.Yasser@example.com,6/8/2024,2,6/8/2024,6/8/2026,1,Female,1/18/1989,36,Egyptian,Bachelor,6448,7,Security,Sharm El Sheikh,1033
1059,Rashed,Magdy,Saber,Rashed Magdy Saber,20,1041536570,Rashed.Saber@example.com,6/24/2024,2,6/24/2024,6/24/2026,1,Male,8/23/1976,49,Egyptian,Bachelor,6727,10,Customer Service,Sharm El Sheikh,1033
1060,Wael,Rami,Omar,Wael Rami Omar,20,1004558404,Wael.Omar@example.com,7/22/2024,2,7/22/2024,7/22/2026,1,Male,10/1/1976,49,Egyptian,Diploma,6191,7,Customer Service,Mansoura,1032
1061,Radwa,Soliman,Emad,Radwa Soliman Emad,20,1163018517,Radwa.Emad@example.com,8/7/2024,1,8/7/2024,8/7/2025,1,Female,4/20/1983,42,Egyptian,Diploma,6301,8,Security,Sharm El Sheikh,1033
1062,Shaimaa,Emad,Yehia,Shaimaa Emad Yehia,20,1156926287,Shaimaa.Yehia@example.com,8/19/2024,2,8/19/2024,8/19/2026,1,Female,11/15/1987,38,Egyptian,Diploma,4424,8,Sales Associate,Alexandria,1029
1063,Abdelhady,Bahaa,Ezzat,Abdelhady Bahaa Ezzat,20,1034507236,Abdelhady.Ezzat@example.com,9/2/2024,1,9/2/2024,9/2/2025,1,Male,7/3/1990,35,Egyptian,Bachelor,4702,6,Sales Associate,Alexandria,1029
1064,Walaa,Islam,Hassan,Walaa Islam Hassan,20,1089536713,Walaa.Hassan@example.com,9/17/2024,2,9/17/2024,9/17/2026,1,Female,5/28/1977,48,Egyptian,Diploma,7075,10,Customer Service,Sharm El Sheikh,1033
1065,Reham,Bahaa,Fady,Reham Bahaa Fady,20,1068148322,Reham.Fady@example.com,10/2/2024,2,10/2/2024,10/2/2026,1,Female,6/7/1980,45,Sudanese,Bachelor,4663,7,Sales Associate,Mansoura,1031
1066,Sahar,Noureldin,Mounir,Sahar Noureldin Mounir,20,1066556070,Sahar.Mounir@example.com,10/29/2024,1,10/29/2024,10/29/2025,1,Female,4/25/1984,41,Egyptian,Bachelor,5779,9,Sales Associate,Alexandria,1029
1067,Asmaa,Galal,Gamal,Asmaa Galal Gamal,20,1002656780,Asmaa.Gamal@example.com,11/28/2024,2,11/28/2024,11/28/2026,1,Female,5/3/1994,31,Egyptian,Bachelor,5389,7,Sales Associate,Mansoura,1031
1068,Nesrine,Mounir,Tamer,Nesrine Mounir Tamer,20,1112669868,Nesrine.Tamer@example.com,12/17/2024,1,12/17/2024,12/17/2025,1,Female,4/26/1990,35,Egyptian,Bachelor,5937,7,Stock Keeper,Luxor,1035
1069,Mansour,Bilal,Kamal,Mansour Bilal Kamal,20,1026787571,Mansour.Kamal@example.com,12/31/2024,2,12/31/2024,12/31/2026,1,Male,4/6/1992,33,Egyptian,Diploma,5554,10,Sales Associate,Luxor,1035
1070,Qasem,Osama,Khalil,Qasem Osama Khalil,20,1041149710,Qasem.Khalil@example.com,1/15/2025,1,1/15/2025,1/15/2026,1,Male,11/2/1971,54,Egyptian,Bachelor,7601,9,Customer Service,Cairo,1025
1071,Hoda,Saeed,Nasser,Hoda Saeed Nasser,20,1134415862,Hoda.Nasser@example.com,1/28/2025,2,1/28/2025,1/28/2027,1,Female,10/28/1970,55,Egyptian,Bachelor,6566,10,Customer Service,Giza,1027
1072,Magda,Mahmoud,Morsy,Magda Mahmoud Morsy,20,1035934466,Magda.Morsy@example.com,2/10/2025,1,2/10/2025,2/10/2026,1,Female,5/8/1973,52,Egyptian,Bachelor,5927,7,Stock Keeper,Sharm El Sheikh,1033
1073,Nahed,Soliman,Mahmoud,Nahed Soliman Mahmoud,20,1281428729,Nahed.Mahmoud@example.com,3/12/2025,1,3/12/2025,3/12/2026,1,Female,4/4/1986,39,Egyptian,Bachelor,4704,7,Sales Associate,Aswan,1038
1074,Moataz,Hatem,Khaled,Moataz Hatem Khaled,20,1026643114,Moataz.Khaled@example.com,3/29/2015,2,3/29/2023,3/29/2025,5,Male,6/10/1967,58,Egyptian,Bachelor,5124,9,Sales Associate,Giza,1027
1075,Helmy,Sameh,Ahmed,Helmy Sameh Ahmed,20,1194947913,Helmy.Ahmed@example.com,4/23/2018,2,4/23/2024,4/23/2026,4,Male,1/20/1995,30,Egyptian,Bachelor,5471,9,Sales Associate,Alexandria,1029
1076,Montasser,Maged,Tawfik,Montasser Maged Tawfik,20,1081216713,Montasser.Tawfik@example.com,5/4/2021,2,5/4/2023,5/4/2025,2,Male,4/23/1972,53,Syrian,Bachelor,4894,6,Stock Keeper,Sharm El Sheikh,1033
1077,Fatma,Kamal,Qasem,Fatma Kamal Qasem,20,1099974735,Fatma.Qasem@example.com,5/21/2016,1,5/21/2025,5/21/2026,9,Female,12/8/1988,37,Egyptian,Bachelor,6615,5,Security,Luxor,1036
1078,Abdelrahman,Ramy,Saber,Abdelrahman Ramy Saber,20,1057910340,Abdelrahman.Saber@example.com,6/15/2015,1,6/15/2024,6/15/2025,10,Male,7/28/1999,26,Egyptian,Bachelor,4783,10,Sales Associate,Luxor,1035
1079,Yehia,Qasem,Hassan,Yehia Qasem Hassan,20,1047739772,Yehia.Hassan@example.com,7/8/2019,1,7/8/2024,7/8/2025,6,Male,12/17/2001,24,Egyptian,Bachelor,5455,5,Stock Keeper,Aswan,1037
1080,Nahed,Mounir,Wael,Nahed Mounir Wael,20,1163667577,Nahed.Wael@example.com,8/2/2020,2,8/2/2024,8/2/2026,3,Female,11/15/1979,46,Egyptian,Bachelor,7474,9,Customer Service,Luxor,1035
1081,Islam,Hany,Rashed,Islam Hany Rashed,20,1117692176,Islam.Rashed@example.com,8/14/2016,1,8/14/2025,8/14/2026,9,Male,9/26/1985,40,Egyptian,Bachelor,5422,6,Cashier,Mansoura,1031
1082,Anwar,Abdelhady,Wael,Anwar Abdelhady Wael,20,1075498632,Anwar.Wael@example.com,9/7/2018,1,9/7/2024,9/7/2025,7,Male,11/28/1988,37,Sudanese,Bachelor,6613,9,Customer Service,Giza,1027
1083,Hany,Mohamed,Bahaa,Hany Mohamed Bahaa,20,1102605521,Hany.Bahaa@example.com,9/21/2016,2,9/21/2024,9/21/2026,5,Male,12/13/1973,52,Egyptian,Diploma,6718,5,Customer Service,Aswan,1037
1084,Shaimaa,Abdelnasser,Khaled,Shaimaa Abdelnasser Khaled,20,1162333395,Shaimaa.Khaled@example.com,10/2/2019,1,10/2/2024,10/2/2025,6,Female,6/28/1990,35,Egyptian,Diploma,4984,5,Sales Associate,Luxor,1035
1085,Ibrahim,Bilal,Shady,Ibrahim Bilal Shady,20,1146742690,Ibrahim.Shady@example.com,10/31/2020,2,10/31/2024,10/31/2026,3,Male,11/26/1977,48,Egyptian,Diploma,7022,5,Customer Service,Mansoura,1032
1086,Basma,Montasser,Ezzat,Basma Montasser Ezzat,20,1122273363,Basma.Ezzat@example.com,11/19/2020,1,11/19/2024,11/19/2025,5,Female,1/26/1998,27,Egyptian,Bachelor,5821,5,Cashier,Cairo,1025
1087,Rania,Farouk,Shady,Rania Farouk Shady,20,1095762141,Rania.Shady@example.com,12/7/2018,2,12/7/2024,12/7/2026,4,Female,12/3/1976,49,Sudanese,Diploma,5573,5,Security,Cairo,1025
1088,Aref,Ehab,Ashraf,Aref Ehab Ashraf,20,1123562839,Aref.Ashraf@example.com,12/17/2019,1,12/17/2024,12/17/2025,6,Male,12/21/1997,28,Egyptian,Bachelor,5857,8,Sales Associate,Sharm El Sheikh,1033
1089,Hend,Bilal,Abdelsalam,Hend Bilal Abdelsalam,20,1280041765,Hend.Abdelsalam@example.com,12/29/2016,2,12/29/2024,12/29/2026,5,Female,10/28/1994,31,Egyptian,Bachelor,6632,7,Cashier,Alexandria,1029
1090,Sara,Omar,Yehia,Sara Omar Yehia,20,1066090254,Sara.Yehia@example.com,1/24/2021,1,1/24/2025,1/24/2026,5,Female,9/6/1992,33,Egyptian,Bachelor,4948,10,Sales Associate,Aswan,1038
1091,Aya,Ashraf,Bahaa,Aya Ashraf Bahaa,20,1223420700,Aya.Bahaa@example.com,2/14/2019,2,2/14/2025,2/14/2027,4,Female,7/25/1997,28,Egyptian,Bachelor,5913,7,Sales Associate,Sharm El Sheikh,1033
1092,Amal,Raouf,Atef,Amal Raouf Atef,20,1229287619,Amal.Atef@example.com,3/1/2018,2,3/1/2024,3/1/2026,4,Female,10/25/1977,48,Egyptian,Bachelor,5650,10,Sales Associate,Cairo,1025
1093,Heba,Yasser,Safwat,Heba Yasser Safwat,20,1286256845,Heba.Safwat@example.com,3/11/2020,1,3/11/2025,3/11/2026,6,Female,1/8/1968,57,Egyptian,Undergraduate,6061,10,Customer Service,Cairo,1025
1094,Nahed,Tawfik,Hossni,Nahed Tawfik Hossni,20,1284085180,Nahed.Hossni@example.com,4/7/2021,2,4/7/2023,4/7/2025,2,Female,5/23/2001,24,Egyptian,Bachelor,5702,5,Stock Keeper,Luxor,1035
1095,Nadia,Nasr,Fares,Nadia Nasr Fares,20,1025830094,Nadia.Fares@example.com,5/28/2019,2,5/28/2023,5/28/2025,3,Female,11/5/1987,38,Egyptian,Diploma,5856,6,Cashier,Aswan,1038
1096,Sara,Hatem,Mansour,Sara Hatem Mansour,20,1173982084,Sara.Mansour@example.com,6/13/2017,1,6/13/2024,6/13/2025,8,Female,9/3/1999,26,Egyptian,Diploma,5181,6,Sales Associate,Mansoura,1032
1097,Soliman,Abdelkader,Hisham,Soliman Abdelkader Hisham,20,1069212015,Soliman.Hisham@example.com,7/11/2021,2,7/11/2023,7/11/2025,2,Male,8/24/1977,48,Egyptian,Diploma,4836,8,Sales Associate,Luxor,1035
1098,Kamal,Osama,Safwat,Kamal Osama Safwat,20,1105062117,Kamal.Safwat@example.com,8/8/2021,1,8/8/2024,8/8/2025,4,Male,1/5/1974,51,Egyptian,Bachelor,5637,6,Sales Associate,Cairo,1025
1099,Nour,Abdelhady,Mamdouh,Nour Abdelhady Mamdouh,20,1081281815,Nour.Mamdouh@example.com,9/5/2020,2,9/5/2024,9/5/2026,3,Female,10/22/1997,28,Egyptian,Diploma,7464,9,Customer Service,Mansoura,1031
1100,Yasmin,Atef,Abdelhady,Yasmin Atef Abdelhady,20,1177955704,Yasmin.Abdelhady@example.com,9/30/2019,1,9/30/2024,9/30/2025,6,Female,12/20/1985,40,Egyptian,Diploma,5743,9,Sales Associate,Cairo,1025
1101,Fares,Safwat,Ibrahim,Fares Safwat Ibrahim,20,1215675327,Fares.Ibrahim@example.com,10/24/2017,1,10/24/2024,10/24/2025,8,Male,8/20/1990,35,Sudanese,Bachelor,4541,9,Sales Associate,Sharm El Sheikh,1033
1102,Diaa,Ali,Ziad,Diaa Ali Ziad,20,1168179605,Diaa.Ziad@example.com,11/10/2020,1,11/10/2024,11/10/2025,5,Male,9/17/1998,27,Egyptian,Bachelor,6247,5,Cashier,Alexandria,1029
1103,Salma,Mahmoud,Mohamed,Salma Mahmoud Mohamed,20,1175254773,Salma.Mohamed@example.com,12/1/2019,2,12/1/2023,12/1/2025,3,Female,2/2/1994,31,Egyptian,Bachelor,5639,8,Sales Associate,Sharm El Sheikh,1033
1104,Mansour,Wael,Nasr,Mansour Wael Nasr,20,1224135795,Mansour.Nasr@example.com,12/29/2017,1,12/29/2024,12/29/2025,8,Male,4/19/1978,47,Sudanese,Bachelor,4987,7,Stock Keeper,Giza,1027
1105,Maged,Nasser,Gamal,Maged Nasser Gamal,20,1266933358,Maged.Gamal@example.com,1/21/2018,2,1/21/2024,1/21/2026,4,Male,7/1/1975,50,Egyptian,Bachelor,5057,7,Stock Keeper,Aswan,1037
1106,Soliman,Abdelsalam,Sherif,Soliman Abdelsalam Sherif,20,1254265232,Soliman.Sherif@example.com,2/19/2020,1,2/19/2025,2/19/2026,6,Male,11/27/1994,31,Egyptian,Diploma,7266,7,Customer Service,Aswan,1037
1107,Nahed,Nasser,Osama,Nahed Nasser Osama,20,1053118929,Nahed.Osama@example.com,4/2/2016,1,4/2/2025,4/2/2026,9,Female,10/23/1967,58,Egyptian,Bachelor,7033,10,Customer Service,Sharm El Sheikh,1033
1108,Hatem,Bahaa,Waheed,Hatem Bahaa Waheed,20,1046339400,Hatem.Waheed@example.com,4/13/2018,2,4/13/2024,4/13/2026,4,Male,3/1/1997,28,Egyptian,Bachelor,4455,7,Sales Associate,Giza,1027
1109,Abdelatif,Rashed,Emad,Abdelatif Rashed Emad,20,1104154846,Abdelatif.Emad@example.com,4/30/2020,2,4/30/2024,4/30/2026,3,Male,6/1/1982,43,Egyptian,Diploma,6450,5,Security,Sharm El Sheikh,1033
1110,Walaa,Essam,Abdelatif,Walaa Essam Abdelatif,20,1155917593,Walaa.Abdelatif@example.com,5/27/2020,1,5/27/2024,5/27/2025,5,Female,9/20/1986,39,Egyptian,Diploma,5891,5,Sales Associate,Giza,1027
1111,Mariam,Khaled,Adel,Mariam Khaled Adel,20,1126380614,Mariam.Adel@example.com,6/11/2016,2,6/11/2024,6/11/2026,5,Female,9/21/1978,47,Egyptian,Diploma,4326,6,Sales Associate,Mansoura,1032
1112,Amal,Bassem,Zakaria,Amal Bassem Zakaria,20,1099980619,Amal.Zakaria@example.com,6/30/2020,1,6/30/2024,6/30/2025,5,Female,4/16/1974,51,Egyptian,Diploma,6282,8,Cashier,Giza,1027
